AgentID,X,Y,Type,Status,PopDensity,TempCelsius
7e558784-8311-4702-8d02-1828db2eac93,38.784189,8.951495,WaterTank,true,1.0000,22.00
16d1ce20-f448-4583-9a4e-faa476f6dd6a,38.772654,8.967780,WaterTank,true,1.0000,22.00
35c849f3-8bf8-4647-a9e8-478d192f763d,38.768710,8.951174,WaterTank,true,1.0000,22.00
75d2275f-eba4-47d7-b486-2589d58c9591,38.799341,8.997815,WaterTank,true,1.0000,22.00
0a472826-93c8-4d64-8262-bd2d64230033,38.757135,8.992999,WaterTank,true,1.0000,22.00
2768f7c6-a761-471d-9ea8-bec5db019204,38.707851,8.983175,WaterTank,true,1.0000,22.00
14919296-d26d-40aa-9416-466da7d8b39d,38.739145,9.006503,WaterTank,true,1.0000,22.00
58ca0bdb-efac-459f-8aa8-a550429d6c4b,38.726662,8.943436,WaterTank,true,1.0000,22.00
0dd3567e-fd51-4b4b-8788-62945b90e5cd,38.766894,8.985705,WaterTank,true,1.0000,22.00
5e63a4a3-61da-418d-a896-a2860766ac05,38.719467,8.957454,WaterTank,true,1.0000,22.00
fce16a68-399e-4357-8d2e-208edcb8b40a,38.746969,8.979624,WaterTank,true,1.0000,22.00
f099d2ac-aa7f-4de3-a031-ec271affd79d,38.759302,9.023091,WaterTank,true,1.0000,22.00
73d8b36a-8290-494b-baae-752a74731229,38.797043,8.999218,WaterTank,true,1.0000,22.00
5c7863db-46a0-494d-9e07-7ffdc5c721e5,38.798769,8.941616,WaterTank,true,1.0000,22.00
40ff3b26-891a-4133-aa26-ed9b64652337,38.729102,9.019743,WaterTank,true,1.0000,22.00
c9bd2fd0-8269-467b-95f3-4d78f9349eb8,38.724865,9.024935,WaterTank,true,1.0000,22.00
0d869c15-6121-466e-bd58-a209254929de,38.787595,8.990422,WaterTank,true,1.0000,22.00
5b6c2684-a30b-453e-9a82-4cbcb209e3b6,38.792420,8.958297,WaterTank,true,1.0000,22.00
9aaa4a43-b3b1-4d4e-b5af-e7a838d25aac,38.740537,9.024349,WaterTank,true,1.0000,22.00
4d4da3bf-b51b-456b-90d6-2d8dfb963d0b,38.788927,8.963730,WaterTank,true,1.0000,22.00
f9d59159-ef2a-4b40-916a-29763e9369be,38.794294,8.930718,WaterTank,true,1.0000,22.00
3ed1f0d1-014e-4417-b3c4-c6d9f0c45c68,38.795278,9.000160,WaterTank,true,1.0000,22.00
74821c39-6e0d-4f41-8223-ec56897766bd,38.778704,8.968753,WaterTank,true,1.0000,22.00
a781d069-8edd-456d-afdb-7376fb13569f,38.771929,9.005026,WaterTank,true,1.0000,22.00
ccedbd9a-8ff5-4ee3-a832-05e99482d5d1,38.728150,8.948114,WaterTank,true,1.0000,22.00
ba6ac4b9-6e60-4199-ac0f-6afcc2fa6572,38.718047,9.029184,WaterTank,true,1.0000,22.00
755dffd6-416a-4015-bbba-4ffd2974f273,38.766383,8.974109,WaterTank,true,1.0000,22.00
33197ed3-5b08-48c3-bae6-3ea064987d23,38.722378,8.941979,WaterTank,true,1.0000,22.00
50b864fa-e86e-4704-8d01-e1f1699784fa,38.788081,8.937680,WaterTank,true,1.0000,22.00
2cb6f2ea-b947-4cb2-883f-e678d22a6aac,38.748936,8.986588,WaterTank,true,1.0000,22.00
b1c229cd-9bb1-430e-8403-a78a8641aadb,38.718565,8.979931,WaterTank,true,1.0000,22.00
58248655-9582-44b5-a8a6-a2be2284e9d1,38.777990,8.947089,WaterTank,true,1.0000,22.00
c0d0f76c-3db1-43f3-98ef-0afc4b32995c,38.724577,9.018880,WaterTank,true,1.0000,22.00
a83732c1-7822-4c45-9dfe-dc794ad3caea,38.753451,8.948183,WaterTank,true,1.0000,22.00
ce44edcd-b82b-49e8-a9de-af08dacbfe32,38.743634,9.012124,WaterTank,true,1.0000,22.00
e94f6437-17dc-4c58-bebc-8949998c7166,38.771421,8.946098,WaterTank,true,1.0000,22.00
4c9e2a3d-d0ac-4049-a4ce-fdefb58ded0f,38.797266,8.943310,WaterTank,true,1.0000,22.00
c7b40ba9-68b1-4206-a5c8-9201f15e0ee9,38.781476,8.984901,WaterTank,true,1.0000,22.00
666e1b2a-2a20-4462-8ff5-d54b97a52259,38.754285,8.962548,WaterTank,true,1.0000,22.00
ddae3345-85fe-4c75-92fd-bab3f4c76f74,38.762230,8.986342,WaterTank,true,1.0000,22.00
36da287c-cc4e-4df0-91ae-ff1ae8230cfe,38.714268,8.981340,WaterTank,true,1.0000,22.00
0d2c6073-fa6e-408d-92fa-6c99a5990da1,38.775765,9.013269,WaterTank,true,1.0000,22.00
4effbef5-6a8a-4851-a19d-5c2626d80780,38.788544,9.021124,WaterTank,true,1.0000,22.00
16d32dff-4537-41e4-b33b-705dad663fa7,38.801699,8.996796,WaterTank,true,1.0000,22.00
6d37416c-1a03-4f15-b384-6d2ed42de372,38.766237,8.941187,WaterTank,true,1.0000,22.00
2498ff4e-397d-4120-8ee8-d26a4b548876,38.801013,8.945602,WaterTank,true,1.0000,22.00
c73dad27-413d-4316-8e0f-34717dcb4e0f,38.766302,9.026501,WaterTank,true,1.0000,22.00
07f2d619-2709-4d29-918b-ee59b806a6a3,38.762168,8.962098,WaterTank,true,1.0000,22.00
5b4344e3-2048-47b3-b4a2-b7c99630c94b,38.792978,8.998931,WaterTank,true,1.0000,22.00
dab3dbd3-abd3-493f-b583-45067cf077e6,38.737616,8.974671,WaterTank,true,1.0000,22.00
7ce520da-64e3-43bf-a1be-a77b5745d1d3,38.731736,9.026302,WaterTank,true,1.0000,22.00
4f941ca0-096e-46a8-bbea-242bb4466d1c,38.787519,8.957806,WaterTank,true,1.0000,22.00
91e2f700-1762-4fc9-8acf-9737096ed74a,38.745524,8.942991,WaterTank,true,1.0000,22.00
14281242-f2a9-4eae-b51c-8570726a4cd4,38.709280,8.952616,WaterTank,true,1.0000,22.00
85f46930-db49-4990-ac25-f83d6e2139b5,38.757020,8.962958,WaterTank,true,1.0000,22.00
5ac38de7-f122-4232-816f-da020a27978a,38.746447,9.019157,WaterTank,true,1.0000,22.00
353035f2-159a-4a96-89ac-6c0a7648dc8e,38.731576,8.961577,WaterTank,true,1.0000,22.00
7549ecdd-3548-4ece-ad89-a94cca94a2f2,38.738618,8.948870,WaterTank,true,1.0000,22.00
29e3e9b1-ea8e-45e6-af7c-2d1298169fac,38.807708,9.026151,WaterTank,true,1.0000,22.00
62119426-23b3-425a-8faf-9f9b5b45c63b,38.795160,8.940598,WaterTank,true,1.0000,22.00
fd07f910-d831-45c6-aa38-4efb2ad0d6fe,38.757182,9.026629,WaterTank,true,1.0000,22.00
b2c6255a-0fbb-4b4c-a2da-ad7b57f4c43f,38.749868,8.996854,WaterTank,true,1.0000,22.00
b3d3ea76-864f-4b0a-90a0-19cdc6209c76,38.795191,8.937885,WaterTank,true,1.0000,22.00
c3eec40a-53b3-4cf0-a3ef-b1464b99daa7,38.781152,9.028342,WaterTank,true,1.0000,22.00
64106f35-6334-4309-bfb3-76585dbafbda,38.802560,8.952764,WaterTank,true,1.0000,22.00
35d60275-f7fc-43ee-b569-89fc2306ec99,38.762875,8.964225,WaterTank,true,1.0000,22.00
b9543ba8-a9bd-46c8-a30a-1af82e6a452c,38.766601,8.961189,WaterTank,true,1.0000,22.00
0a10da4c-7d60-4fdd-8298-7f5d0c27d684,38.744686,8.953234,WaterTank,true,1.0000,22.00
73aac4f4-c5d2-4c90-bc52-b6608cbccc52,38.794941,8.934747,WaterTank,true,1.0000,22.00
cc48b5b8-b9e9-4e7c-ab9c-e7d79c3c2225,38.747488,9.006415,WaterTank,true,1.0000,22.00
f2810e95-743f-4bb4-99e8-b6938737c59e,38.807573,8.948478,WaterTank,true,1.0000,22.00
63ceb625-c889-4d63-9133-37e38006973d,38.799632,8.976174,WaterTank,true,1.0000,22.00
616e23a2-1a29-4119-a9c2-f88d046bc323,38.766340,8.991994,WaterTank,true,1.0000,22.00
fab05cc9-5b9e-4081-aec0-e42fd40779ee,38.732495,8.988255,WaterTank,true,1.0000,22.00
81b253c5-ef42-4302-b53b-a3f7090ed379,38.758237,8.970584,WaterTank,true,1.0000,22.00
305d8157-7157-4f63-8bed-45b3c72b5fcb,38.800288,8.943369,WaterTank,true,1.0000,22.00
0839177d-8efc-4fb8-80bf-19c469650e61,38.709122,8.973635,WaterTank,true,1.0000,22.00
62079497-93a9-4488-8d11-f3ac3d93655c,38.788251,8.983431,WaterTank,true,1.0000,22.00
e14acf53-1edf-4a7a-b9ed-53a66f9566dc,38.767846,8.992472,WaterTank,true,1.0000,22.00
5935304b-3b58-4ccf-b028-21d17dbd3810,38.725848,8.973691,WaterTank,true,1.0000,22.00
b3e890c9-e203-485e-99b9-1389783f48ff,38.767286,9.002637,WaterTank,true,1.0000,22.00
c46119f0-ccce-4956-b882-e8d94ad95d90,38.727131,8.986546,WaterTank,true,1.0000,22.00
90e38bc2-bd02-4b6a-9350-3b089f4359c9,38.738420,8.986658,WaterTank,true,1.0000,22.00
5a8c184c-491e-4c94-8912-dc7615e464a2,38.739130,8.985383,WaterTank,true,1.0000,22.00
365ddcc8-01d1-47af-ac1e-aeb00acdfe2d,38.726317,8.962521,WaterTank,true,1.0000,22.00
653605b1-226c-48b2-a74b-9dcf5cbed8a0,38.790956,8.997551,WaterTank,true,1.0000,22.00
18aca3b8-9036-404f-8812-adfc06064283,38.732800,9.000346,WaterTank,true,1.0000,22.00
ae370969-ae68-4952-9219-4272809404a3,38.801229,8.934403,WaterTank,true,1.0000,22.00
7a6d3109-b61b-4074-ba83-33371aa0ce12,38.789542,8.955171,WaterTank,true,1.0000,22.00
d8650def-22c7-46fe-803f-4cb84e58b6bd,38.719525,8.963310,WaterTank,true,1.0000,22.00
89da041c-106f-433d-9d62-210af1f7a8c1,38.747505,9.017292,WaterTank,true,1.0000,22.00
2af0c3f9-95e2-4112-955b-854037622f5f,38.748716,8.961658,WaterTank,true,1.0000,22.00
f0b555aa-60d1-4f5a-ae16-27063d5244ea,38.753836,8.983261,WaterTank,true,1.0000,22.00
d4d553fe-dc20-44c5-8a69-4a2db13263c1,38.719399,8.986067,WaterTank,true,1.0000,22.00
011bd953-1554-431b-bbd6-65bf19bd3547,38.775780,8.980423,WaterTank,true,1.0000,22.00
16ef7469-3053-4378-8021-ed1767459ab1,38.765043,8.971392,WaterTank,true,1.0000,22.00
a26b926d-bdc7-4a71-a7b6-1da3528f8ecc,38.722606,8.935814,WaterTank,true,1.0000,22.00
430fc6b2-9af1-4be8-9d23-4be9589d6eac,38.777076,8.933578,WaterTank,true,1.0000,22.00
3b48f069-3440-49af-b11c-8bb79678fb21,38.711228,8.966216,WaterTank,true,1.0000,22.00
0ec20426-f265-4708-8c7f-0b4ae0d35dcc,38.802774,8.988002,WaterTank,true,1.0000,22.00
e83a1b75-8d45-4d41-9f7d-5f5efe9e94f3,38.718919,8.980408,WaterTank,true,1.0000,22.00
9dcaea95-f274-4646-8f49-2dfb1dc74ed9,38.785697,9.010678,WaterTank,true,1.0000,22.00
21fa456d-ad1e-415e-8d0f-db8f8c46d513,38.767409,9.026854,WaterTank,true,1.0000,22.00
0789a6be-706a-4ba6-a428-7de8cb7fe877,38.738295,8.963546,WaterTank,true,1.0000,22.00
5242d8a2-c361-44e8-b2a9-2973d8073cca,38.786673,8.990543,WaterTank,true,1.0000,22.00
59c6665e-0fb4-47e0-8d9e-b36a8e56bdb3,38.779422,8.977038,WaterTank,true,1.0000,22.00
02f1e150-68ee-47bb-8bd2-77a951b69806,38.713810,8.941188,WaterTank,true,1.0000,22.00
050f40a2-e02c-4f39-a568-ef4904b2d0f6,38.765650,8.933201,WaterTank,true,1.0000,22.00
cde1291e-f068-438b-bb25-f4674a6e17c4,38.792712,8.961686,WaterTank,true,1.0000,22.00
4b238164-ba02-433e-a8c8-27f2c0021ac6,38.794626,9.020897,WaterTank,true,1.0000,22.00
ceda7b40-2852-4306-87b7-152afab58207,38.753564,8.940494,WaterTank,true,1.0000,22.00
fd988794-b0bc-4dbb-b838-22980295683c,38.761124,8.940944,WaterTank,true,1.0000,22.00
43dac1e8-1f59-4d95-9e98-7aaad84a8030,38.767747,8.994510,WaterTank,true,1.0000,22.00
aae51487-e4f1-4be6-93a2-4cdc62c54b04,38.802037,9.023510,WaterTank,true,1.0000,22.00
0b146ed1-92b3-4cb9-b4b1-35f6a50f56a1,38.793316,9.000071,WaterTank,true,1.0000,22.00
faee551f-a5d8-4fb2-ad6f-4a46c1de8559,38.775227,8.982721,WaterTank,true,1.0000,22.00
4d24d5ae-c5b0-4e59-a370-6c90de2fff73,38.749012,8.948844,WaterTank,true,1.0000,22.00
2cbf5294-2743-41a0-83fa-23040db1a4cd,38.778978,8.974101,WaterTank,true,1.0000,22.00
041bc377-0d72-44b6-b0c5-7fb908ef194e,38.780624,9.012671,WaterTank,true,1.0000,22.00
deec121a-340d-4fec-827c-2ddf2d39a3ca,38.733727,8.939370,WaterTank,true,1.0000,22.00
8f36eefd-64dc-45ea-8f02-49bf7a6f5527,38.712514,8.996842,WaterTank,true,1.0000,22.00
8dc135eb-88dc-4ae4-bfcc-511549ef5eef,38.715840,9.020065,WaterTank,true,1.0000,22.00
842b0d8d-39b5-4e53-8fcf-e735eeb282c8,38.709286,8.984793,WaterTank,true,1.0000,22.00
38ba2ba4-eb50-4275-9173-e9e05d5bfc40,38.754348,8.996551,WaterTank,true,1.0000,22.00
34735654-5879-4bd7-bbe0-907a0ec1a8a2,38.807778,9.028903,WaterTank,true,1.0000,22.00
40235d7b-d8e2-4fe5-a618-4614d67b5109,38.775928,8.962212,WaterTank,true,1.0000,22.00
055476e8-461f-4168-ba86-27de4e4e3d81,38.717985,9.021845,WaterTank,true,1.0000,22.00
d59ca333-a8ff-40d4-95c0-e3b81cf4a43a,38.710799,8.973977,WaterTank,true,1.0000,22.00
5630a36a-cebc-49ff-b748-331e0274b95c,38.732989,8.990835,WaterTank,true,1.0000,22.00
ad3a3894-738d-4f1b-8ac7-2c9b389721a7,38.752826,9.029781,WaterTank,true,1.0000,22.00
568adeb6-59ad-4e63-8b8a-7ed166f2072b,38.732635,8.993200,WaterTank,true,1.0000,22.00
00332524-442d-4a34-88be-b9d775ba3f4d,38.800762,9.011178,WaterTank,true,1.0000,22.00
a3d88477-99ce-43f6-a63f-a8c12bad5e41,38.713401,8.955799,WaterTank,true,1.0000,22.00
9da22061-2aa4-4a6d-9ba3-53db38e6a0c4,38.794420,8.995032,WaterTank,true,1.0000,22.00
faa318f4-26a0-464a-ab11-01105317c525,38.727837,8.993154,WaterTank,true,1.0000,22.00
1f28e7ec-511d-4e98-a3ce-ed50e47bfeeb,38.799480,8.982088,WaterTank,true,1.0000,22.00
668b909a-44e3-4920-b625-5744b451b778,38.770920,8.959537,WaterTank,true,1.0000,22.00
9b95fa46-0eef-4878-818e-b5e9a3446e0f,38.787712,9.012144,WaterTank,true,1.0000,22.00
93239423-3d87-408e-87b3-604f1fc8a559,38.707809,8.938803,WaterTank,true,1.0000,22.00
ae9b8a9c-f959-4a7f-9bb5-eace8b870734,38.805588,8.935711,WaterTank,true,1.0000,22.00
dfc9702d-eb16-4243-b43f-bb3c72492a2a,38.797745,8.952407,WaterTank,true,1.0000,22.00
1efeea98-f465-44ae-82e3-cc642d754104,38.723574,8.990209,WaterTank,true,1.0000,22.00
a2473dc9-68bf-4a93-8e43-72eafb80cda1,38.732208,8.970858,WaterTank,true,1.0000,22.00
84f4c159-9b37-4c57-8218-43bfc70c400b,38.710826,8.985133,WaterTank,true,1.0000,22.00
449ad63e-9686-4c05-acc8-9d017eddac82,38.771959,8.946727,WaterTank,true,1.0000,22.00
14981f47-5452-4387-97b8-d73c1d052848,38.785588,8.935083,WaterTank,true,1.0000,22.00
ec9cd083-7561-45f9-94f9-841b06ca1728,38.737214,8.948410,WaterTank,true,1.0000,22.00
f6471ca6-4f03-4330-a811-b7d0a192e949,38.750283,8.992145,WaterTank,true,1.0000,22.00
73383023-9291-4f55-8f14-60c9d304ae50,38.777957,8.962967,WaterTank,true,1.0000,22.00
ee8c5bb2-e166-47bb-a47d-c04a4cec0a6d,38.732094,9.019846,WaterTank,true,1.0000,22.00
45340c54-f1b0-4012-acf4-67ab28bd1345,38.727276,8.953666,WaterTank,true,1.0000,22.00
1d677509-de0a-4167-8dbf-fa2de59da0f4,38.714792,9.019739,WaterTank,true,1.0000,22.00
d3fcbb46-a1e7-4852-8b0e-407b74cad380,38.719607,9.003276,WaterTank,true,1.0000,22.00
70a7cee3-a8f3-4475-90f0-3174820dfa75,38.765603,8.968655,WaterTank,true,1.0000,22.00
194a9251-5450-4c7d-b9a4-7a4e6f54496a,38.737910,8.947656,WaterTank,true,1.0000,22.00
db688877-cfb2-4762-b086-f4a83747fc3d,38.732142,8.949758,WaterTank,true,1.0000,22.00
bd89f6a9-0a08-4b4c-9dc5-8eb58245f0ec,38.739034,9.005889,WaterTank,true,1.0000,22.00
17e9cf5e-3aa0-48d2-b6d7-97f925f9ffa8,38.708709,8.963750,WaterTank,true,1.0000,22.00
f1bc6ec4-3601-436a-89bc-5710da002d0a,38.794939,8.942957,WaterTank,true,1.0000,22.00
ddce9fac-5e45-44d9-9ffe-505e82c81c77,38.748729,8.987944,WaterTank,true,1.0000,22.00
7edb905b-f1b9-4a8e-bf19-5a73e09336c1,38.778911,8.958903,WaterTank,true,1.0000,22.00
5ffbece1-a117-4c96-9b28-a1ca00b155e6,38.730646,9.010364,WaterTank,true,1.0000,22.00
a35d88c4-0853-4157-8a2c-a911dcb18f8a,38.720565,8.984413,WaterTank,true,1.0000,22.00
c92c37e4-b4be-4478-a064-d269b595ecf2,38.768298,9.003661,WaterTank,true,1.0000,22.00
43e95bf6-aae9-4cdc-a576-04de16127631,38.751161,8.976958,WaterTank,true,1.0000,22.00
e3f6227b-c450-49aa-b237-fa0cfe7cdfc9,38.793617,9.019328,WaterTank,true,1.0000,22.00
b8a1e875-5838-4d72-8b8a-7324f54400da,38.761662,8.953894,WaterTank,true,1.0000,22.00
6d53fc87-f1b9-4542-ad0d-f53c2f554081,38.729405,8.976566,WaterTank,true,1.0000,22.00
4037644f-72a2-4093-8241-6d9ca2037824,38.799939,8.969326,WaterTank,true,1.0000,22.00
adc63957-0d60-45fd-891f-cbfbeeb57c1b,38.713057,8.992117,WaterTank,true,1.0000,22.00
95573af1-8e44-4588-a1f2-1af82d2f51bc,38.740684,8.940100,WaterTank,true,1.0000,22.00
750fcac7-a32c-465b-8cb0-8ccd81b1ab85,38.728250,8.947475,WaterTank,true,1.0000,22.00
17e6e8c5-2123-48a0-ab7a-f94f845b5f45,38.771815,8.952926,WaterTank,true,1.0000,22.00
4a84ef81-f295-4189-8b3f-91bd49032a1b,38.750949,9.018112,WaterTank,true,1.0000,22.00
7fd9be4e-0daa-436d-a208-a852c6fda4ed,38.754579,8.939422,WaterTank,true,1.0000,22.00
83b4cbb9-8fae-4597-86d5-d9f94b39ca93,38.718525,8.995707,WaterTank,true,1.0000,22.00
cbd2f32a-b762-4741-84db-59a0576ed442,38.731013,8.988793,WaterTank,true,1.0000,22.00
3e68b8ed-50bc-4d48-8b53-24a6609d95b0,38.786349,9.018834,WaterTank,true,1.0000,22.00
18057bbd-896a-426c-8d8d-95ddb1017d7f,38.772094,8.978882,WaterTank,true,1.0000,22.00
4aa2351c-088a-4d7d-896d-00379ea42dde,38.744897,8.990161,WaterTank,true,1.0000,22.00
a3f9d1b3-d979-451f-baff-42653deac325,38.782632,8.945492,WaterTank,true,1.0000,22.00
dd2fc791-90e5-466a-b7d6-0ca077a3b29a,38.732252,8.998935,WaterTank,true,1.0000,22.00
f1a66770-6556-46a1-b68a-00d96ea151a4,38.804868,8.977165,WaterTank,true,1.0000,22.00
8df4571c-1e16-4dc6-8976-28f048f341e1,38.791790,8.986395,WaterTank,true,1.0000,22.00
b8677b77-0753-4cf8-8913-9560cef26de6,38.791710,9.018017,WaterTank,true,1.0000,22.00
031f50b5-51bd-4456-a53d-6e234152546c,38.792943,8.988684,WaterTank,true,1.0000,22.00
157f396d-2886-4ee3-bb2e-1466f74eaf6c,38.752701,8.984756,WaterTank,true,1.0000,22.00
ff8ac4aa-0062-4c8b-bca8-165ddb0f6920,38.754093,8.966979,WaterTank,true,1.0000,22.00
0c048108-ca8d-43b8-a077-3f1c1a658b73,38.711042,8.955676,WaterTank,true,1.0000,22.00
97eea155-ef4e-4a7f-95fc-f48c8b2a225f,38.780979,8.987742,WaterTank,true,1.0000,22.00
7e511ae4-27a6-4bb1-9c4f-e4119d9cef7d,38.748388,8.969205,WaterTank,true,1.0000,22.00
5a84bb05-ee5c-4b92-a3bd-ef25f8611e5f,38.761445,8.947371,WaterTank,true,1.0000,22.00
618777c7-20fa-4a51-bc45-52449db8a4a0,38.755631,8.977487,WaterTank,true,1.0000,22.00
ab516b02-8267-43b6-873f-90eed5f1d8e3,38.737924,8.944970,WaterTank,true,1.0000,22.00
d9334aa8-8531-4c11-839a-0eae29aa2c27,38.752512,8.936528,WaterTank,true,1.0000,22.00
852c0364-033a-4892-84b2-31ede9f15de6,38.712719,8.994600,WaterTank,true,1.0000,22.00
f0d2dec8-17d7-4d84-a429-f21697721982,38.786668,8.978585,WaterTank,true,1.0000,22.00
2d1d15d3-0126-4142-81b2-27042da6482e,38.728004,8.934045,WaterTank,true,1.0000,22.00
d899af18-98f7-4431-80dd-1bcd3d232284,38.773582,9.004760,WaterTank,true,1.0000,22.00
5f5c8beb-c452-4a0a-bbda-d4e5cfb763c5,38.802368,8.931013,WaterTank,true,1.0000,22.00
844fc027-dde7-4aab-8a21-a4fedbfa9d3b,38.792930,8.956182,WaterTank,true,1.0000,22.00
29a1764e-1a4d-451b-94bf-a8cf948f6261,38.798805,9.009652,WaterTank,true,1.0000,22.00
654575ff-3d37-4984-9bee-cd855726b260,38.713917,8.970686,WaterTank,true,1.0000,22.00
09a2f3e6-08b1-4dfa-a380-01d406d389c3,38.745263,9.020348,WaterTank,true,1.0000,22.00
c6f4ec19-b6d2-4318-82a3-8097f7fe586d,38.782489,9.008564,WaterTank,true,1.0000,22.00
2779dcf2-0421-41eb-9670-e8a99dc44918,38.728149,8.954013,WaterTank,true,1.0000,22.00
bb931cdb-b36b-48cf-81c4-218165342489,38.766647,8.935746,WaterTank,true,1.0000,22.00
4814cd9f-9d06-4ded-9943-cafaf01dfb27,38.731655,8.958407,WaterTank,true,1.0000,22.00
9912bd30-ab76-4be7-81bf-bc9376062e1c,38.722615,8.985670,WaterTank,true,1.0000,22.00
b7e65926-7af9-4930-9c8d-98f168721d49,38.801317,8.948514,WaterTank,true,1.0000,22.00
53c0fb9e-9f5b-4ceb-8a1a-4c25415b13cc,38.714245,8.982157,WaterTank,true,1.0000,22.00
18ad50fb-2ac1-41fb-94e2-4f94dc7ba31e,38.768926,9.015588,WaterTank,true,1.0000,22.00
1d2cc77f-3e29-4670-8595-320733b50e63,38.790776,8.994745,WaterTank,true,1.0000,22.00
bebb7877-6c91-4387-981a-74cea27f8a0b,38.787722,9.030211,WaterTank,true,1.0000,22.00
563f8fd6-b555-4c8b-9787-5ea08d25e8d4,38.803966,9.015234,WaterTank,true,1.0000,22.00
57d120c5-923e-4f4c-a6b6-42c46d771eb6,38.791734,9.003549,WaterTank,true,1.0000,22.00
261a9a0c-4f4d-42a2-b4bd-cdaaba83fadd,38.724611,8.989598,WaterTank,true,1.0000,22.00
6d153034-cae1-41d3-a106-e23d2016ea4b,38.711205,9.017964,WaterTank,true,1.0000,22.00
0d1458ee-d40b-4a7e-9481-006905907b3a,38.800581,9.012959,WaterTank,true,1.0000,22.00
0e6d784c-c12e-4c33-aaec-b4cf0df1c3a7,38.747235,8.963254,WaterTank,true,1.0000,22.00
3bc48663-a03b-40db-b932-e0d21f19db33,38.783782,8.996977,WaterTank,true,1.0000,22.00
76e864fd-bc05-4f63-86a8-f486df2fbee7,38.733077,9.017974,WaterTank,true,1.0000,22.00
17c97730-569d-469b-9cb7-8777b9a896a0,38.741812,8.948792,WaterTank,true,1.0000,22.00
61a12a18-c24e-4b0c-aad0-1974e45f4bac,38.786984,8.996694,WaterTank,true,1.0000,22.00
bca1afb2-e826-4c1f-ba75-de45578e5fd7,38.761586,8.958571,WaterTank,true,1.0000,22.00
01079ae7-9df0-436d-99c4-b495e8d08de4,38.792047,8.943484,WaterTank,true,1.0000,22.00
